Call ID,Timestamp,Call Type,Call Duration (min),Call Reason,Resolution Status,CSAT Score,First Call Resolution,Agent ID,Agent Name,Agent Tenure (months),Skill Level,Languages,Team,Customer ID,Customer Location,Customer Type,Account Age (days),Contact Channel,Day of Week,Hour of Day,Queue Wait Time (min),Call Transfer Count,Sentiment Score,Escalation Level,Callback Requested,Dropped Call,Hold Time (min)
897d16c0-775c-4187-83d2-b28112e40c54,12/18/2024 8:00:00 PM,Inbound,17,Overcharge,Resolved,6,True,e2877a50-3764-460c-a364-f79369c8b8b4,Renee Miller,20,Tier 2,"English, French",Billing Support,102c84aa-dedf-4349-8c94-f94546171163,East Michaelville,Returning,133,Phone,Wednesday,20,11,0,0.54,Tier 1,False,False,16
fbfe1540-e746-47f6-a73c-65886bcb093c,10/4/2024 6:00:00 PM,Inbound,3,App Issue,Resolved,4,True,26659acb-03df-4651-9cd7-74ff27fc2324,Stephanie Edwards,28,Tier 2,English,Technical Support,f02c4061-fbf2-4783-9b8a-8ab525cc1d07,Port Kellyside,New,242,App,Friday,18,1,0,0.03,Tier 1,True,False,8
ca96d81b-9170-43e1-b889-4aba18a55c55,8/29/2024 4:00:00 PM,Inbound,7,Cancellation,Resolved,10,True,546f013d-fd9a-4cd7-a238-f145a8272933,Melissa Moore,35,Tier 1,"English, French",Retention,bb2b0e62-dd3c-4967-89c3-4de8b9f13b6c,Lake Barbara,VIP,766,Phone,Thursday,16,9,0,0.62,Tier 1,False,False,2
be8c02ee-8040-44a9-8bb5-70bafadd5715,4/26/2024 12:00:00 PM,Inbound,17,Setup Help,Resolved,7,True,e7806bb1-4afe-4a38-8ea9-1eb380ea8861,Jacob Weaver,6,Tier 3,"Spanish, English",Technical Support,2a8c95b7-85d1-4137-9a25-1b92bed291c0,Vegaland,Returning,320,App,Friday,12,8,0,0.79,Tier 1,False,False,1
c877c07a-e2b4-4fad-a55d-878fccbeea6e,2/29/2024 1:00:00 AM,Outbound,12,Cancellation,Resolved,8,True,d665bdf2-b26b-4942-8d3d-196596272843,Laura Clark,53,Tier 3,"English, French",Retention,95a7e3ad-9c7a-4668-8df2-6f32914c062a,West Angelafort,New,896,WhatsApp,Thursday,1,0,0,0.95,Tier 1,False,False,7
8e1e0403-6458-462c-a0c6-e8ea8c98bcd4,11/2/2024 10:00:00 AM,Inbound,12,New Order,Resolved,9,True,c935f807-ee1e-4d18-b972-f780cab6b6fa,Chelsea Smith MD,31,Tier 2,Spanish,Sales,16fc6041-d7df-4ca0-8160-72c0f260e0c8,Margaretburgh,VIP,218,App,Saturday,10,9,0,-0.11,Tier 1,False,False,8
562805c5-ca07-44cb-ac01-69160d66d14c,3/7/2024 4:00:00 PM,Outbound,12,Info Request,Resolved,5,False,21c6dc6f-a81e-4209-9ad8-633cdd300079,Nathan Nguyen,44,Tier 3,"Spanish, French",General Support,bf68b55c-db77-473c-b5e4-8bc5ae68f71c,North Melissaburgh,Returning,621,Phone,Thursday,16,0,0,0.61,Tier 1,False,False,5
d8a56bcd-34b2-42dc-b66b-367a0a46c067,11/8/2024 3:00:00 AM,Outbound,3,Billing Issue,Resolved,1,True,70d70317-cd14-4702-bb9d-0b749a98e016,Maria Marquez,54,Tier 2,Mandarin,Billing Support,49a08884-c736-4513-9377-63cac3cc5df5,North Andrew,Returning,625,App,Friday,3,0,0,0.06,Tier 1,False,False,4
49e25337-6fc9-4882-907b-631529c05465,9/1/2024 6:00:00 PM,Inbound,22,Product Inquiry,Escalated,10,False,98f43446-c5d6-4c9e-85ba-848565f89dfd,Blake Jones,18,Tier 2,Mandarin,Sales,96663666-84c9-48c1-8d1a-485bf27f80d2,New Olivia,Returning,958,Phone,Sunday,18,14,1,0.53,Tier 2,False,False,0
982738ab-a075-4ea1-94d7-941727ed2c72,8/22/2024 7:00:00 PM,Inbound,2,Refund,Resolved,2,True,4c48a121-411c-4beb-b950-0787dc846c0a,Kimberly Stevenson,34,Tier 3,French,Billing Support,9f0f9e77-7b2b-4aec-a858-c2608b18935a,North Tina,Returning,219,Web,Thursday,19,0,0,-0.07,Tier 1,False,False,15
688ea7f2-6b60-4b3b-9e6c-1e4d357f641d,7/15/2024 10:00:00 AM,Outbound,1,General Inquiry,Escalated,9,False,257c4315-adde-4725-afeb-4394eef39e30,Jacob Taylor,38,Tier 3,"Spanish, French",General Support,3078c394-726b-43a7-8d37-9e714c834392,Shannonstad,VIP,930,WhatsApp,Monday,10,0,2,-1,Tier 3,False,False,6
802d405e-c546-4474-8ef6-34d1117f776a,12/11/2024 6:00:00 PM,Inbound,1,Service Down,Resolved,10,True,4d48e926-e532-475f-9347-60b44c264cb7,Robert Phillips,46,Tier 1,"Spanish, English",Technical Support,c7b73619-c73a-4dd6-8a4b-b0d286349ee1,North Samantha,New,450,WhatsApp,Wednesday,18,0,0,1,Tier 1,False,False,9
5e4291b3-4ea6-46f4-a5e4-c26a0a7bf0b7,8/8/2024 7:00:00 PM,Outbound,18,Setup Help,Resolved,9,True,358bcf93-8dc4-4b29-8756-5a9a36e28dbb,Joshua Kramer,8,Tier 1,Mandarin,Technical Support,1833cae2-cbca-4ece-a5b5-e9cbf18a8a2d,West Geraldport,Returning,559,Phone,Thursday,19,0,0,0.1,Tier 1,False,False,6
bc34af92-3a7b-404e-af25-939ead123229,1/13/2024 2:00:00 AM,Inbound,6,Info Request,Resolved,6,False,660790d3-3a7c-4b75-b8b0-d2c68654da3d,Alejandro Rodriguez,15,Tier 3,Spanish,General Support,3dde71cb-608b-4b61-b22f-1c57974c51f9,East Crystal,VIP,451,Web,Saturday,2,3,0,-1,Tier 1,False,False,9
c51d053d-45a7-4497-a0bc-da005857f80d,7/11/2024 9:00:00 PM,Outbound,2,Upgrade,Escalated,9,True,866085b3-c3ca-49c7-a3cf-368e330608ac,Yesenia Fitzgerald,3,Tier 2,Spanish,Sales,b65088aa-082c-4565-8018-68b1d573c9a3,South Valerieton,VIP,394,Web,Thursday,21,0,2,-0.98,Tier 2,False,False,2
85f006b9-5d64-44e6-8418-f7308ed389e0,3/6/2024 2:00:00 AM,Inbound,19,Product Inquiry,Resolved,8,True,60cb394c-61bd-4c27-bbb7-194b84ca793d,Sharon Collins,42,Tier 3,"French, Spanish",Sales,876848f3-8cf4-4700-8d9f-bd4356eef7c3,Wolftown,New,633,Phone,Wednesday,2,0,0,0.12,Tier 1,False,False,8
ac4c7de6-111b-496a-a129-8dbe08fe3cc5,11/21/2024 9:00:00 AM,Inbound,7,Cancellation,Resolved,10,False,04e28ea2-367e-450d-86b6-19c9b5db5ac8,Charles Ali,12,Tier 2,French,Retention,63573401-8623-4de6-a98e-06a6c9f9819a,Millerfort,VIP,464,WhatsApp,Thursday,9,7,0,0.33,Tier 1,False,False,9
e3f0b379-0ec3-47d3-a5c5-032229d5ee50,6/22/2024 12:00:00 AM,Outbound,6,Contract Termination,Resolved,9,True,d8f5b4ab-14ec-48e8-965a-d8984470ee95,James Ross,26,Tier 3,"English, Mandarin",Retention,02cbf761-808d-4ca7-b541-fbcbe4194b24,Samuelview,New,369,WhatsApp,Saturday,0,0,0,0.43,Tier 1,True,False,2
e4a7835e-145d-454a-bd44-fe74c82ac0b5,9/10/2024 6:00:00 PM,Inbound,19,App Issue,Resolved,9,True,13f8c2c8-35dc-46ee-94ed-79cf5d34db72,Steven Wood,43,Tier 1,"French, Spanish",Technical Support,89f4ff66-3579-439a-8e3e-5bda9e0c5331,Wendyfurt,New,872,App,Tuesday,18,1,0,-0.56,Tier 1,False,False,0
58d31538-3dfa-4aa5-ba5d-d59a444a8855,5/26/2024 11:00:00 PM,Outbound,1,Upgrade,Resolved,8,True,765e681d-efd5-42e9-93bb-ec2b7c63a2a7,Jimmy Oneill,52,Tier 1,French,Sales,2a480b82-bae2-407f-a369-7f6ee38630e5,Jasonport,Returning,652,App,Sunday,23,0,0,0.05,Tier 1,False,False,2
b65a253c-e88a-4fd4-9371-48a5b9cbaf84,6/15/2024 3:00:00 AM,Inbound,12,Cancellation,Resolved,9,False,169be95a-4e38-4cf0-801c-b72fc0258aec,Jacqueline Anderson,37,Tier 3,"French, Spanish",Retention,b0efd7ad-4501-443a-8dfb-4bc245f531d8,Jenniferstad,New,258,Web,Saturday,3,11,0,-0.56,Tier 1,True,False,3
7533cfd2-10f0-4383-8b0c-987cc25796c9,8/2/2024 2:00:00 PM,Outbound,3,New Order,Escalated,9,True,04b6bf88-483c-41ee-ac15-697b350e4e73,Maria Garcia,31,Tier 1,English,Sales,76503533-1b38-4334-82b7-c706b0acafec,Nancyhaven,VIP,822,Web,Friday,14,0,1,-0.97,Tier 2,False,False,0
89035b41-4840-4826-88a9-40ad3fe2b4dd,9/14/2024 1:00:00 PM,Outbound,11,New Order,Escalated,3,True,3c07524c-e3b3-4179-9682-b4456d0c57e0,Ronald Adkins,18,Tier 3,English,Sales,6f316e6a-6bf6-4307-aece-219975b1b51e,South Michael,VIP,101,App,Saturday,13,0,1,-0.14,Tier 2,False,False,0
d9e7f8da-95bf-45f7-8f06-29ef6b782ed1,9/17/2024 3:00:00 PM,Outbound,4,Service Down,Resolved,5,True,ae80d3c5-edea-4981-9546-db48017b5a6d,Raymond Mullen,1,Tier 3,Spanish,Technical Support,ed13a650-2004-4571-bb80-94029ee92ab6,Karenfort,Returning,916,Web,Tuesday,15,0,0,-0.34,Tier 1,False,False,8
7c6c9d55-fb09-4c60-918b-a9623dcec5b8,7/27/2024 12:00:00 PM,Inbound,15,Billing Issue,Resolved,1,True,9284f692-90eb-4517-ab30-f70bd5f817e8,John Wolf,35,Tier 2,"French, Mandarin",Billing Support,fd1aba1c-7c9f-421c-8ed2-7f60d79d01f1,West Danielle,New,632,Phone,Saturday,12,7,0,0.22,Tier 1,False,False,1
c2637655-0e0e-44aa-b459-7b7d94ee2427,3/31/2024 12:00:00 AM,Inbound,10,App Issue,Resolved,6,True,84517ff6-2f5c-4844-a765-9fbf6a8771a8,Timothy Jones,49,Tier 1,Mandarin,Technical Support,6e279835-4c00-46af-aac5-38512d8c83ca,Justinville,Returning,13,App,Sunday,0,11,0,1,Tier 1,False,False,0
997235a0-ae52-488e-8923-5015f6c50264,12/16/2024 12:00:00 AM,Inbound,3,App Issue,Resolved,6,False,24767aa2-7636-417a-8c7c-8bd33e25c9d2,Brad Perez,20,Tier 1,"English, Mandarin",Technical Support,687f4719-4c3f-4993-a829-60c2847a4ca4,Port Taylor,VIP,861,App,Monday,0,14,0,0.62,Tier 1,False,False,0
82dd9d1d-cf4e-4985-a1ab-c1ce5c8228ce,3/30/2024 12:00:00 AM,Outbound,14,Refund,Resolved,7,True,e3af8d73-dea0-4358-8fe0-335f6435ade8,Christopher Ray,4,Tier 1,"French, English",Billing Support,d76768dc-a9d1-4bf9-b472-52fb0b14c898,Normanstad,Returning,621,Phone,Saturday,0,0,0,0.72,Tier 1,False,False,2
6ece8e52-abdf-48fa-a29d-8e4025cf9e28,3/12/2024 1:00:00 AM,Inbound,7,Cancellation,Resolved,9,False,d06cbe9a-5e0a-4baf-9656-ab68f95e4306,Andrew Warren,4,Tier 3,"Mandarin, Spanish",Retention,f0d5b38e-963d-47cf-ab61-9330ae033e37,New Victoriabury,VIP,515,App,Tuesday,1,14,0,0.2,Tier 1,False,False,3
c3aa49e1-38a9-4b1b-8660-5ad8ec8a0367,6/19/2024 12:00:00 AM,Outbound,1,Refund,Resolved,4,False,8fb280b0-50ce-48d7-90e4-f58afeb82d4b,Jordan Smith,53,Tier 3,Mandarin,Billing Support,8f57c015-c305-4a48-a81c-c4b5605dfb15,New Joseph,New,253,Web,Wednesday,0,0,0,0.28,Tier 1,False,False,14
838373d7-47d1-431f-adf7-d42335905497,8/19/2024 5:00:00 AM,Inbound,7,General Inquiry,Resolved,8,True,250d7418-f5f7-46e7-9f84-7fcae1cd5062,Ray Phillips,36,Tier 2,"French, Mandarin",General Support,09b944ae-1c28-4127-af5d-6246caa6bfd7,Port Jackietown,New,39,Web,Monday,5,3,0,-0.13,Tier 1,False,False,6
d9696ef5-be69-4bde-bf55-6f9db7ce4af7,5/14/2024 3:00:00 PM,Inbound,2,New Order,Resolved,9,True,2fcc2e63-743a-4740-ba84-63d92adcea0d,Michael Williams MD,8,Tier 2,"Spanish, English",Sales,8b1448ee-5c2e-4f2f-8456-a80df217312b,Turnerland,New,382,Phone,Tuesday,15,11,0,0.02,Tier 1,False,False,4
d7447342-6d28-4fc7-a7bd-15aec4512fd9,1/6/2024 11:00:00 PM,Outbound,2,General Inquiry,Resolved,5,True,e588db43-b0b5-4195-b07e-eab392e5c7da,Veronica Roberts,25,Tier 2,"Spanish, English",General Support,7a387957-059e-4269-a146-bb31c46512de,Morganhaven,VIP,641,Web,Saturday,23,0,0,0.04,Tier 1,False,False,3
8a026cdc-284c-4c58-b4da-00dfb4da0e5b,8/24/2024 7:00:00 AM,Inbound,6,Refund,Resolved,3,True,224fce91-deeb-48e4-af5f-71ee841ffe97,Jason Walls,18,Tier 3,"Mandarin, English",Billing Support,41942c06-c539-47b0-9f1c-98f4170eaa62,Martinside,VIP,838,Phone,Saturday,7,14,0,0.79,Tier 1,True,False,15
70a1dec6-a077-4b37-bfab-d09c1acb6124,10/5/2024 3:00:00 AM,Inbound,14,Setup Help,Resolved,5,True,0739cbe0-e379-42e9-8ce4-6a006b43db66,Misty Combs,21,Tier 3,French,Technical Support,462657da-6577-46a3-bcaf-d0cb192e4ac9,South Stacyview,VIP,354,Web,Saturday,3,2,0,0.63,Tier 1,False,False,0
53e23a5b-b8ce-4090-81ab-88e7b95b1830,3/29/2024 11:00:00 PM,Inbound,14,Info Request,Resolved,10,True,bbe4731c-92f4-49c1-9357-303d18ed1aa2,Lisa Schmidt,5,Tier 3,"Mandarin, French",General Support,0f0540e8-1457-409b-8a6c-04887b35e558,Port Annaberg,Returning,868,Web,Friday,23,12,0,1,Tier 1,False,False,7
c3d6d8fc-9eef-4cf8-9ff1-c51ce26b8ed1,3/22/2024 8:00:00 AM,Outbound,8,Upgrade,Resolved,2,True,e11a0c18-6efd-4fa1-bbc6-637454b0024c,Erin Porter,43,Tier 3,"French, English",Sales,8a63725f-c163-4d50-8cf7-8a4c50bebbb0,Davischester,Returning,321,WhatsApp,Friday,8,0,0,-0.12,Tier 1,False,False,4
69c52500-fa90-42c0-98ec-6822c556f2df,4/22/2024 5:00:00 PM,Outbound,15,Setup Help,Resolved,9,False,bfeeb74d-2047-4176-8a3e-88342988f239,Matthew Perkins,40,Tier 1,Spanish,Technical Support,7f019253-3e97-4d81-b945-e0961c901080,Port Melissamouth,Returning,565,App,Monday,17,0,0,0.32,Tier 1,False,False,6
d8cbe3cc-a682-4db5-98d7-cb5e3d77a2ac,12/16/2024 9:00:00 PM,Outbound,2,Upgrade,Escalated,9,True,7cb5acee-00d0-4c66-baf0-9ea1a88911ac,Ryan Kim,21,Tier 2,Mandarin,Sales,49110d7f-66b6-48e9-878f-b982711318a3,South Jenniferborough,Returning,603,Phone,Monday,21,0,2,-0.84,Tier 2,False,False,4
bb0d4e8f-e243-4731-8fff-9767f3f90223,8/16/2024 6:00:00 PM,Outbound,9,Cancellation,Resolved,9,True,e581d943-15d4-44d8-9454-58b6607a6381,Barbara Johnson,19,Tier 1,English,Retention,38282b0c-a839-46ef-b7e4-25baa9dc6c81,Aprilstad,Returning,997,App,Friday,18,0,0,-0.38,Tier 1,False,False,9
c90e3020-9478-4797-80ec-09bcdc42d43a,4/2/2024 7:00:00 AM,Outbound,6,Info Request,Resolved,7,True,379fcdfe-09d3-4ce7-849a-db20ab7db322,Austin Torres,21,Tier 3,Mandarin,General Support,d2909b39-4c12-4161-94d1-1b8c9ae49232,Kaylatown,New,281,Phone,Tuesday,7,0,0,0.45,Tier 1,False,False,0
e90066a2-7e45-40d7-94c3-332ed5bc395f,9/16/2024 5:00:00 AM,Inbound,7,Product Inquiry,Escalated,8,True,d6304d82-b4e7-44d2-931b-900d3323b504,Ashley Aguilar,25,Tier 2,Mandarin,Sales,64fe1d67-4cba-4f79-9ae6-4b46ce4f5c07,Wandatown,New,81,App,Monday,5,4,2,-0.06,Tier 3,False,False,3
ac4b38ce-f9ef-41ce-b96f-38bdc17d8185,1/29/2024 11:00:00 AM,Inbound,6,New Order,Resolved,6,True,bc7dede4-9d53-4ace-84fe-c6f14e004409,Michele Reeves,1,Tier 2,"Mandarin, English",Sales,a917e769-a84e-4520-b517-98c8b450ac5c,East Emily,New,697,Phone,Monday,11,9,0,0.21,Tier 1,False,False,9
dec51787-9b88-4fd2-9888-0a9b5f422a6b,9/10/2024 10:00:00 AM,Outbound,35,Contract Termination,Resolved,10,True,4116c965-fba0-4c4a-802e-b72a82378a64,Jesse Davis,43,Tier 2,English,Retention,0f3c547a-3249-4ecb-b8ce-e773cade89be,Jenningsbury,VIP,287,WhatsApp,Tuesday,10,0,0,0.66,Tier 1,False,False,7
7a18de9e-4068-4d4b-b8a3-c8e0efe27a06,12/30/2024 12:00:00 PM,Outbound,11,Cancellation,Resolved,6,True,4acb80e0-2867-4064-a376-777944750162,Nicholas Davis,3,Tier 2,English,Retention,5c0b2b32-a66b-4a50-8af7-6168c12f02e6,Lake Maryside,VIP,779,Web,Monday,12,0,0,-0.25,Tier 1,False,False,7
ee8a48e4-611e-4da1-8996-45f901b8a9ca,7/4/2024 9:00:00 AM,Outbound,32,Cancellation,Resolved,3,True,d2b7f941-ff7b-40bb-98db-e359c23a2534,Joseph Williams,31,Tier 3,"French, English",Retention,d6eb168f-e735-49a8-a875-7c47231aa3b5,Sanchezton,New,394,Phone,Thursday,9,0,0,-0.46,Tier 1,False,False,5
52941e0f-366d-405b-a366-dbf332c8dee1,6/19/2024 12:00:00 PM,Inbound,7,Contract Termination,Resolved,7,True,b5431448-c700-4080-9ba0-6a73fa87b639,Patricia Nichols,43,Tier 1,Mandarin,Retention,dbf25d58-4bbe-4bbb-b4e4-c7e609c870a9,North David,Returning,631,WhatsApp,Wednesday,12,5,0,-0.17,Tier 1,False,False,6
f9ef6e51-2e10-4162-8b22-b078228a63fd,7/21/2024 12:00:00 PM,Inbound,37,Upgrade,Resolved,10,True,6b247001-8bc4-45fe-ac63-42ca91e71249,James Walker,37,Tier 3,English,Sales,fafb4419-6c4f-46d0-a7d3-8bd6d9f9e513,Matthewland,VIP,951,Web,Sunday,12,10,0,0.58,Tier 1,False,False,0
52788411-31c7-45f2-9dc1-cc5765423ac9,4/13/2024 6:00:00 PM,Inbound,2,Service Down,Resolved,4,True,655ddea7-c006-457e-9d21-590dcc4afabf,James Hooper,20,Tier 1,French,Technical Support,e1c3b0df-8745-41a0-89a8-c991f12e293b,Quinnville,New,766,WhatsApp,Saturday,18,4,0,1,Tier 1,False,False,3
73e2a3d9-4855-488e-83bd-5395d84879e9,11/28/2024 9:00:00 PM,Inbound,52,Product Inquiry,Resolved,9,True,04f7f5b0-6386-4663-8f40-1b304d10669e,Lynn Gould,38,Tier 1,English,Sales,b25103a4-e67d-422b-af8b-542cb98f71d7,Jacksonmouth,New,898,Phone,Thursday,21,8,0,0.78,Tier 1,True,False,2
ec54dc23-ab72-48f0-9128-45266a78d9aa,12/21/2024 11:00:00 PM,Outbound,8,Upgrade,Resolved,9,True,34a80756-da27-4f9d-95b3-822da4182a9d,Kristin Tucker,47,Tier 3,French,Sales,2c8a4d49-5b9c-41b9-a2b0-0de9515b97f8,Lake Patrick,New,331,WhatsApp,Saturday,23,0,0,-0.04,Tier 1,True,False,7
a90033d5-a7dd-4d96-b44b-32f86d3c3a57,10/7/2024 7:00:00 AM,Outbound,5,App Issue,Resolved,5,True,d30415c1-6147-4c5c-9d64-c429c01efc18,Mary Travis,39,Tier 1,Spanish,Technical Support,ae376ac6-7b46-4647-8342-c87a95569547,South Saraland,New,144,Phone,Monday,7,0,0,-0.1,Tier 1,False,False,2
c2899931-5c24-429f-86fa-f21406e0cfd0,6/23/2024 12:00:00 PM,Inbound,1,Overcharge,Escalated,10,True,631b7ac8-27f0-4d51-ad08-3de41f76c827,Bianca Clayton,49,Tier 3,Mandarin,Billing Support,653445e2-78d5-4332-a479-5dee4e7a0c5b,New Greg,New,39,Phone,Sunday,12,8,1,-0.24,Tier 3,False,False,17
a95230e7-c5bb-485d-9c1b-8b9f21c38233,10/12/2024 1:00:00 AM,Outbound,12,Overcharge,Escalated,1,True,1d7ceec8-8bac-4c97-b91b-5dfd350bc5d7,Ashley Walker,9,Tier 2,"French, Mandarin",Billing Support,0fa0d0be-5c7e-42fc-b26d-b4d62cf812c6,West Robert,New,15,Web,Saturday,1,0,1,0.04,Tier 2,False,False,0
9b4a3aa7-969f-4063-bc2d-e90c5df31513,11/29/2024 10:00:00 AM,Inbound,3,Info Request,Resolved,7,True,1b815800-1595-4723-8c92-15be0b639d55,David Cruz,19,Tier 2,"Spanish, Mandarin",General Support,1930e685-4557-4e38-b295-20a9e20a749b,South Derrickfort,VIP,26,Phone,Friday,10,3,0,0.05,Tier 1,False,False,6
53eadb1e-f060-44c3-b3e7-152d0bbc7491,6/12/2024 4:00:00 PM,Inbound,5,Info Request,Resolved,7,True,7d636666-e027-4fcd-afe6-9e2c340b27a2,Eric Underwood,33,Tier 1,French,General Support,e2f2e6a5-1d80-429e-96de-8da1ea854859,Jonathanchester,Returning,989,WhatsApp,Wednesday,16,10,0,0.44,Tier 1,False,False,3
85c0e811-aa9d-4de1-8114-8f0e92a12619,7/28/2024 9:00:00 PM,Outbound,7,Product Inquiry,Resolved,4,False,967a1809-c8ec-4512-8077-0c3d1e907820,Erin Myers,25,Tier 3,French,Sales,9c441c3d-d7c9-46d5-ac78-2bd4abdf77fd,Donaldchester,Returning,345,Phone,Sunday,21,0,0,0.09,Tier 1,True,False,0
8c291d8f-741a-4547-8881-ccbe17399e64,6/28/2024 4:00:00 AM,Inbound,6,Product Inquiry,Resolved,6,False,f5694518-a775-4d55-b5aa-52d86cdeba02,Kristin Navarro,60,Tier 1,French,Sales,6be792ef-6936-456b-b8cb-7100c415ba8c,West Iantown,VIP,817,WhatsApp,Friday,4,10,0,-0.02,Tier 1,False,False,5
8ddbf08c-f6c9-4c90-9561-fd27688b6262,4/11/2024 9:00:00 PM,Outbound,34,Contract Termination,Resolved,8,False,60aaa7f6-2046-477e-b58d-6833bd4c5e2b,Crystal Beck,58,Tier 1,French,Retention,a2759b6f-0901-4be0-b43f-2537fe240189,South Laura,New,517,App,Thursday,21,0,0,0.22,Tier 1,False,False,0
7f78bed4-dfc8-4f96-9ab8-505c6439fc21,7/18/2024 5:00:00 AM,Inbound,1,Overcharge,Resolved,2,False,51fafa96-1189-45c0-bc60-d66796692e1e,Kevin Carter,33,Tier 1,French,Billing Support,a2492405-4717-4dfd-8aae-f8ea7386aefe,Millerview,VIP,8,Web,Thursday,5,6,0,0.13,Tier 1,False,False,7
9fa8f7d8-a93c-41e6-961c-4e0e3e9a7c37,7/3/2024 10:00:00 PM,Inbound,17,Service Down,Resolved,2,True,663cdc59-3d21-4a01-8994-c5a3fe5086ba,Jason Leblanc,1,Tier 3,"French, English",Technical Support,c55e0e4d-cd33-4141-b6db-b1687639da73,South Caitlinbury,New,696,WhatsApp,Wednesday,22,6,0,0.44,Tier 1,False,False,7
4ff81592-58df-4575-9ed3-96325286898d,9/22/2024 12:00:00 PM,Outbound,28,Service Down,Resolved,6,False,d9133d45-9200-4c0a-b1fc-b4fa8687d843,Ashley Clark,9,Tier 2,"Spanish, Mandarin",Technical Support,44212fcc-b684-42e2-b3f0-f5cfa3779c57,Lawrenceburgh,VIP,501,App,Sunday,12,0,0,-0.38,Tier 1,False,False,3
50867b67-b304-4808-9723-cbf39266c2b5,1/11/2024 8:00:00 AM,Outbound,9,Service Down,Resolved,3,True,eec44fbb-e185-4e93-9689-13f2c98b9a9e,John Conley,58,Tier 3,"French, Mandarin",Technical Support,f4d1c6b8-bf77-4623-abac-117d8678ea28,West Chad,New,240,Web,Thursday,8,0,0,-0.14,Tier 1,False,False,9
dbdcda39-6cfe-4832-8c4a-375fc134a6a8,5/19/2024 5:00:00 AM,Outbound,2,Cancellation,Resolved,8,True,a893861a-4b8e-497c-adbd-ed216890579e,Kathy Solomon,46,Tier 2,"Mandarin, English",Retention,45d1e32d-06f8-42de-ade4-e0ff0815394e,Jenniferport,VIP,949,WhatsApp,Sunday,5,0,0,-0.19,Tier 1,False,False,0
e945c86f-f1b6-4d77-887f-c569e6efddbb,12/28/2024 11:00:00 AM,Inbound,15,Info Request,Resolved,9,True,42843b14-281a-4c28-9b24-0b07080aaf37,Alyssa Morgan,35,Tier 3,French,General Support,6600716d-bd32-48ac-a98a-5ecad42592b5,New Heidi,VIP,333,App,Saturday,11,0,0,-1,Tier 1,False,False,6
8da834b9-d4bd-4862-adfb-f89eec026120,11/18/2024 11:00:00 AM,Inbound,7,Cancellation,Resolved,10,True,dd857945-b23e-4f4f-8992-2c25fe86046b,Brian Park,29,Tier 2,Spanish,Retention,995517a9-5090-4551-8d92-09e3c6bc3315,Nancystad,VIP,12,Phone,Monday,11,14,0,0.52,Tier 1,False,False,5
91412c28-f25e-4d9f-8875-fb5166f1248c,12/26/2024 6:00:00 AM,Outbound,6,Setup Help,Resolved,9,False,c4bece40-f1f5-46d2-a563-60cc32d43c8e,Kevin Bailey,28,Tier 2,"Mandarin, English",Technical Support,8d3e5f14-86a6-4afd-9031-b603dff4bd6b,Anthonyburgh,Returning,551,App,Thursday,6,0,0,0.21,Tier 1,False,False,4
6897d023-4beb-4902-b5eb-397b04955dcb,4/30/2024 9:00:00 PM,Inbound,4,New Order,Resolved,6,False,e3d8d1f9-fb28-47a6-a463-05a59c18cb7d,Nicole Frazier,7,Tier 3,"English, French",Sales,4245b0b3-e013-4866-b4f7-917638e9ba4f,Lake Barbara,New,673,Phone,Tuesday,21,13,0,-0.18,Tier 1,False,False,9
700ba9ba-08e2-4e04-807e-5e13ce6204dd,6/6/2024 7:00:00 AM,Outbound,2,App Issue,Resolved,10,True,ff393252-5c00-4139-9261-5a333ab72c11,Kimberly Miller,6,Tier 2,Mandarin,Technical Support,64bd7774-e736-404c-9906-1d5358a3bbb6,Elizabethfurt,Returning,169,Phone,Thursday,7,0,0,-0.37,Tier 1,False,False,5
b65efb63-d2d3-4808-9e92-c2b84f01a1b7,10/18/2024 12:00:00 PM,Outbound,5,Refund,Resolved,10,True,2959e6fb-f8e1-441e-8d4c-8415392d9845,Christopher Reyes,58,Tier 3,"Mandarin, French",Billing Support,e980951d-00e7-4dbb-87f2-1c070f3dbe0e,Kellermouth,VIP,979,WhatsApp,Friday,12,0,0,0.36,Tier 1,False,False,2
bdf8db36-62db-4c64-b1fd-eff47ede342a,1/4/2024 11:00:00 PM,Outbound,6,Upgrade,Resolved,7,False,e37a024f-7e29-416d-9918-bdd7513c1432,Dawn Myers,51,Tier 3,"Spanish, Mandarin",Sales,2b17af37-e6d1-486d-b100-42b3e34d8608,Carolfurt,New,227,WhatsApp,Thursday,23,0,0,0.2,Tier 1,True,False,3
752439f7-026a-44ae-a86d-f51176c74007,7/21/2024 6:00:00 AM,Inbound,12,New Order,Resolved,5,True,5665291d-6ade-46de-9d68-db607c732847,Douglas Smith,22,Tier 1,Mandarin,Sales,10f55f41-6776-48b3-932d-8f33f5568aa8,Alyssamouth,New,951,Web,Sunday,6,0,0,0.98,Tier 1,False,False,0
a3251961-490a-4754-a8fb-d3477a669224,2/14/2024 7:00:00 AM,Outbound,4,Info Request,Resolved,10,True,14937202-dc33-43f7-b72f-8cb4886d0b6f,Roy Patterson,9,Tier 3,"English, Spanish",General Support,71b477d8-0626-40a0-bf88-7e957d62610b,Bauertown,New,33,Web,Wednesday,7,0,0,0.9,Tier 1,False,False,6
